diagnosis_id,icd10_code,diagnosis_desc,diagnosis_category,severity,updated_at
D000381,N39.0,Urinary tract infection,Renal,Low,2026-06-06
D000382,J96.00,Acute respiratory failure unspecified,Respiratory,High,2026-06-06
D000383,J44.1,COPD with acute exacerbation,Respiratory,Critical,2026-06-06
D000384,B97.29,Other coronavirus as cause of disease,Infectious,Medium,2026-06-06
D000385,G35,Multiple sclerosis,Neurological,Critical,2026-06-06
D000386,B97.29,Other coronavirus as cause of disease,Infectious,Medium,2026-06-06
D000387,M79.3,Panniculitis,Musculoskeletal,Medium,2026-06-06
D000388,F41.1,Generalized anxiety disorder,Mental Health,Medium,2026-06-06
D000389,M79.3,Panniculitis,Musculoskeletal,High,2026-06-06
D000390,J44.1,COPD with acute exacerbation,Respiratory,Medium,2026-06-06
D000391,K92.1,Melena,Gastrointestinal,Critical,2026-06-06
D000392,G43.909,Migraine unspecified,Neurological,Low,2026-06-06
D000393,K57.30,Diverticulosis of large intestine,Gastrointestinal,Low,2026-06-06
D000394,M79.3,Panniculitis,Musculoskeletal,Medium,2026-06-06
D000395,E11.9,Type 2 diabetes without complications,Endocrine,Critical,2026-06-06
D000396,F41.1,Generalized anxiety disorder,Mental Health,Critical,2026-06-06
D000397,B97.29,Other coronavirus as cause of disease,Infectious,Critical,2026-06-06
D000398,B97.29,Other coronavirus as cause of disease,Infectious,Critical,2026-06-06
D000399,M79.3,Panniculitis,Musculoskeletal,Medium,2026-06-06
D000400,I10,Essential hypertension,Cardiovascular,Low,2026-06-06
D000401,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,High,2026-06-06
D000402,I50.9,Heart failure unspecified,Cardiovascular,High,2026-06-06
D000403,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,High,2026-06-06
D000404,J96.00,Acute respiratory failure unspecified,Respiratory,Critical,2026-06-06
D000405,G35,Multiple sclerosis,Neurological,Critical,2026-06-06
D000406,F41.1,Generalized anxiety disorder,Mental Health,Low,2026-06-06
D000407,G35,Multiple sclerosis,Neurological,Low,2026-06-06
D000408,N18.3,Chronic kidney disease stage 3,Renal,High,2026-06-06
D000409,F41.1,Generalized anxiety disorder,Mental Health,Low,2026-06-06
D000410,S72.001,Fracture of femoral head,Musculoskeletal,Medium,2026-06-06
D000411,B97.29,Other coronavirus as cause of disease,Infectious,Low,2026-06-06
D000412,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,High,2026-06-06
D000413,I50.9,Heart failure unspecified,Cardiovascular,Critical,2026-06-06
D000414,N18.3,Chronic kidney disease stage 3,Renal,High,2026-06-06
D000415,I10,Essential hypertension,Cardiovascular,Critical,2026-06-06
D000416,J18.9,Pneumonia unspecified,Respiratory,Medium,2026-06-06
D000417,E11.9,Type 2 diabetes without complications,Endocrine,High,2026-06-06
D000418,G43.909,Migraine unspecified,Neurological,Critical,2026-06-06
D000419,J96.00,Acute respiratory failure unspecified,Respiratory,Medium,2026-06-06
D000420,E11.9,Type 2 diabetes without complications,Endocrine,Medium,2026-06-06
D000421,I50.9,Heart failure unspecified,Cardiovascular,High,2026-06-06
D000422,F41.1,Generalized anxiety disorder,Mental Health,High,2026-06-06
D000423,G43.909,Migraine unspecified,Neurological,Medium,2026-06-06
D000424,K92.1,Melena,Gastrointestinal,High,2026-06-06
D000425,N39.0,Urinary tract infection,Renal,High,2026-06-06
D000426,F32.9,Major depressive disorder single episode,Mental Health,Low,2026-06-06
D000427,J44.1,COPD with acute exacerbation,Respiratory,Critical,2026-06-06
D000428,I50.9,Heart failure unspecified,Cardiovascular,High,2026-06-06
D000429,J44.1,COPD with acute exacerbation,Respiratory,Medium,2026-06-06
D000430,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Medium,2026-06-06
D000431,K92.1,Melena,Gastrointestinal,Medium,2026-06-06
D000432,A41.9,Sepsis unspecified,Infectious,Critical,2026-06-06
D000433,J44.1,COPD with acute exacerbation,Respiratory,High,2026-06-06
D000434,B97.29,Other coronavirus as cause of disease,Infectious,Critical,2026-06-06
D000435,S72.001,Fracture of femoral head,Musculoskeletal,Low,2026-06-06
D000436,I10,Essential hypertension,Cardiovascular,Critical,2026-06-06
D000437,F32.9,Major depressive disorder single episode,Mental Health,High,2026-06-06
D000438,K57.30,Diverticulosis of large intestine,Gastrointestinal,Critical,2026-06-06
D000439,M79.3,Panniculitis,Musculoskeletal,High,2026-06-06
D000440,G35,Multiple sclerosis,Neurological,Low,2026-06-06
D000441,I10,Essential hypertension,Cardiovascular,Critical,2026-06-06
D000442,K57.30,Diverticulosis of large intestine,Gastrointestinal,Low,2026-06-06
D000443,F41.1,Generalized anxiety disorder,Mental Health,Critical,2026-06-06
D000444,E11.9,Type 2 diabetes without complications,Endocrine,Critical,2026-06-06
D000445,E11.9,Type 2 diabetes without complications,Endocrine,Critical,2026-06-06
D000446,N18.3,Chronic kidney disease stage 3,Renal,High,2026-06-06
D000447,N39.0,Urinary tract infection,Renal,High,2026-06-06
D000448,F41.1,Generalized anxiety disorder,Mental Health,Medium,2026-06-06
D000449,G35,Multiple sclerosis,Neurological,Critical,2026-06-06
D000450,K92.1,Melena,Gastrointestinal,Low,2026-06-06
D000451,I50.9,Heart failure unspecified,Cardiovascular,Low,2026-06-06
D000452,S72.001,Fracture of femoral head,Musculoskeletal,Low,2026-06-06
D000453,J18.9,Pneumonia unspecified,Respiratory,Medium,2026-06-06
D000454,S72.001,Fracture of femoral head,Musculoskeletal,Critical,2026-06-06
D000455,I21.0,ST elevation myocardial infarction,Cardiovascular,Critical,2026-06-06
D000456,E11.9,Type 2 diabetes without complications,Endocrine,Medium,2026-06-06
D000457,N39.0,Urinary tract infection,Renal,Medium,2026-06-06
D000458,N18.3,Chronic kidney disease stage 3,Renal,Low,2026-06-06
D000459,K57.30,Diverticulosis of large intestine,Gastrointestinal,High,2026-06-06
D000460,I10,Essential hypertension,Cardiovascular,High,2026-06-06
D000461,J96.00,Acute respiratory failure unspecified,Respiratory,Low,2026-06-06
D000462,A41.9,Sepsis unspecified,Infectious,High,2026-06-06
D000463,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Critical,2026-06-06
D000464,I10,Essential hypertension,Cardiovascular,Low,2026-06-06
D000465,I21.0,ST elevation myocardial infarction,Cardiovascular,Medium,2026-06-06
D000466,M79.3,Panniculitis,Musculoskeletal,Low,2026-06-06
D000467,J44.1,COPD with acute exacerbation,Respiratory,Medium,2026-06-06
D000468,F32.9,Major depressive disorder single episode,Mental Health,Critical,2026-06-06
D000469,I21.0,ST elevation myocardial infarction,Cardiovascular,Low,2026-06-06
D000470,K92.1,Melena,Gastrointestinal,Low,2026-06-06
D000471,B97.29,Other coronavirus as cause of disease,Infectious,Medium,2026-06-06
D000472,M79.3,Panniculitis,Musculoskeletal,Low,2026-06-06
D000473,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Critical,2026-06-06
D000474,I10,Essential hypertension,Cardiovascular,Low,2026-06-06
D000475,J18.9,Pneumonia unspecified,Respiratory,High,2026-06-06
D000476,K57.30,Diverticulosis of large intestine,Gastrointestinal,High,2026-06-06
D000477,J44.1,COPD with acute exacerbation,Respiratory,Critical,2026-06-06
D000478,J44.1,COPD with acute exacerbation,Respiratory,Medium,2026-06-06
D000479,I10,Essential hypertension,Cardiovascular,Low,2026-06-06
D000480,G43.909,Migraine unspecified,Neurological,Medium,2026-06-06
D000481,S72.001,Fracture of femoral head,Musculoskeletal,High,2026-06-06
D000482,E11.9,Type 2 diabetes without complications,Endocrine,Medium,2026-06-06
D000483,B97.29,Other coronavirus as cause of disease,Infectious,Critical,2026-06-06
D000484,E11.9,Type 2 diabetes without complications,Endocrine,Low,2026-06-06
D000485,J18.9,Pneumonia unspecified,Respiratory,Medium,2026-06-06
D000486,J18.9,Pneumonia unspecified,Respiratory,Critical,2026-06-06
D000487,K57.30,Diverticulosis of large intestine,Gastrointestinal,Critical,2026-06-06
D000488,K92.1,Melena,Gastrointestinal,Medium,2026-06-06
D000489,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,High,2026-06-06
D000490,I10,Essential hypertension,Cardiovascular,Medium,2026-06-06
D000491,F41.1,Generalized anxiety disorder,Mental Health,High,2026-06-06
D000492,I21.0,ST elevation myocardial infarction,Cardiovascular,High,2026-06-06
D000493,E11.9,Type 2 diabetes without complications,Endocrine,Medium,2026-06-06
D000494,A41.9,Sepsis unspecified,Infectious,High,2026-06-06
D000495,I50.9,Heart failure unspecified,Cardiovascular,Medium,2026-06-06
D000496,M79.3,Panniculitis,Musculoskeletal,Critical,2026-06-06
D000497,J18.9,Pneumonia unspecified,Respiratory,Medium,2026-06-06
D000498,M79.3,Panniculitis,Musculoskeletal,Low,2026-06-06
D000499,F32.9,Major depressive disorder single episode,Mental Health,Low,2026-06-06
D000500,K57.30,Diverticulosis of large intestine,Gastrointestinal,High,2026-06-06
D000501,J44.1,COPD with acute exacerbation,Respiratory,Critical,2026-06-06
D000502,G35,Multiple sclerosis,Neurological,Critical,2026-06-06
D000503,K57.30,Diverticulosis of large intestine,Gastrointestinal,Medium,2026-06-06
D000504,M79.3,Panniculitis,Musculoskeletal,Low,2026-06-06
D000505,I21.0,ST elevation myocardial infarction,Cardiovascular,Low,2026-06-06
D000506,I21.0,ST elevation myocardial infarction,Cardiovascular,High,2026-06-06
D000507,E11.9,Type 2 diabetes without complications,Endocrine,Low,2026-06-06
D000508,I50.9,Heart failure unspecified,Cardiovascular,Critical,2026-06-06
D000509,F32.9,Major depressive disorder single episode,Mental Health,High,2026-06-06
D000510,F32.9,Major depressive disorder single episode,Mental Health,Critical,2026-06-06
D000511,B97.29,Other coronavirus as cause of disease,Infectious,Critical,2026-06-06
D000512,I10,Essential hypertension,Cardiovascular,Medium,2026-06-06
D000513,N18.3,Chronic kidney disease stage 3,Renal,Low,2026-06-06
D000514,N39.0,Urinary tract infection,Renal,Low,2026-06-06
D000515,F32.9,Major depressive disorder single episode,Mental Health,Medium,2026-06-06
D000516,J44.1,COPD with acute exacerbation,Respiratory,High,2026-06-06
D000517,A41.9,Sepsis unspecified,Infectious,Low,2026-06-06
D000518,N39.0,Urinary tract infection,Renal,Critical,2026-06-06
D000519,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Low,2026-06-06
D000520,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Low,2026-06-06
D000521,B97.29,Other coronavirus as cause of disease,Infectious,Low,2026-06-06
D000522,S72.001,Fracture of femoral head,Musculoskeletal,Low,2026-06-06
D000523,N39.0,Urinary tract infection,Renal,Medium,2026-06-06
D000524,J18.9,Pneumonia unspecified,Respiratory,Low,2026-06-06
D000525,J44.1,COPD with acute exacerbation,Respiratory,Low,2026-06-06
D000526,J96.00,Acute respiratory failure unspecified,Respiratory,Critical,2026-06-06
D000527,K57.30,Diverticulosis of large intestine,Gastrointestinal,High,2026-06-06
D000528,J96.00,Acute respiratory failure unspecified,Respiratory,High,2026-06-06
D000529,J44.1,COPD with acute exacerbation,Respiratory,High,2026-06-06
D000530,J18.9,Pneumonia unspecified,Respiratory,Low,2026-06-06
D000531,K92.1,Melena,Gastrointestinal,Critical,2026-06-06
D000532,N18.3,Chronic kidney disease stage 3,Renal,Low,2026-06-06
D000533,N18.3,Chronic kidney disease stage 3,Renal,Low,2026-06-06
D000534,M79.3,Panniculitis,Musculoskeletal,Critical,2026-06-06
D000535,F32.9,Major depressive disorder single episode,Mental Health,High,2026-06-06
D000536,I50.9,Heart failure unspecified,Cardiovascular,Critical,2026-06-06
D000537,G35,Multiple sclerosis,Neurological,Medium,2026-06-06
D000538,K57.30,Diverticulosis of large intestine,Gastrointestinal,Medium,2026-06-06
D000539,N18.3,Chronic kidney disease stage 3,Renal,Low,2026-06-06
D000540,G35,Multiple sclerosis,Neurological,Low,2026-06-06
D000541,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Low,2026-06-06
D000542,I50.9,Heart failure unspecified,Cardiovascular,Low,2026-06-06
D000543,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Low,2026-06-06
D000544,M79.3,Panniculitis,Musculoskeletal,High,2026-06-06
D000545,A41.9,Sepsis unspecified,Infectious,Medium,2026-06-06
D000546,J96.00,Acute respiratory failure unspecified,Respiratory,Low,2026-06-06
D000547,F41.1,Generalized anxiety disorder,Mental Health,Critical,2026-06-06
D000548,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,High,2026-06-06
D000549,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,Critical,2026-06-06
D000550,K92.1,Melena,Gastrointestinal,High,2026-06-06
D000551,I10,Essential hypertension,Cardiovascular,High,2026-06-06
D000552,J18.9,Pneumonia unspecified,Respiratory,Low,2026-06-06
D000553,J96.00,Acute respiratory failure unspecified,Respiratory,Medium,2026-06-06
D000554,F32.9,Major depressive disorder single episode,Mental Health,Low,2026-06-06
D000555,A41.9,Sepsis unspecified,Infectious,Low,2026-06-06
D000556,S72.001,Fracture of femoral head,Musculoskeletal,High,2026-06-06
D000557,N39.0,Urinary tract infection,Renal,High,2026-06-06
D000558,I10,Essential hypertension,Cardiovascular,Critical,2026-06-06
D000559,I21.0,ST elevation myocardial infarction,Cardiovascular,High,2026-06-06
D000560,E11.9,Type 2 diabetes without complications,Endocrine,High,2026-06-06
D000561,G35,Multiple sclerosis,Neurological,High,2026-06-06
D000562,G43.909,Migraine unspecified,Neurological,Medium,2026-06-06
D000563,S72.001,Fracture of femoral head,Musculoskeletal,High,2026-06-06
D000564,G35,Multiple sclerosis,Neurological,Critical,2026-06-06
D000565,E11.9,Type 2 diabetes without complications,Endocrine,Medium,2026-06-06
D000566,J44.1,COPD with acute exacerbation,Respiratory,Low,2026-06-06
D000567,B97.29,Other coronavirus as cause of disease,Infectious,Low,2026-06-06
D000568,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,High,2026-06-06
D000569,I21.0,ST elevation myocardial infarction,Cardiovascular,High,2026-06-06
D000570,I21.0,ST elevation myocardial infarction,Cardiovascular,Critical,2026-06-06
D000571,N39.0,Urinary tract infection,Renal,Low,2026-06-06
D000572,E11.9,Type 2 diabetes without complications,Endocrine,Medium,2026-06-06
D000573,B97.29,Other coronavirus as cause of disease,Infectious,Critical,2026-06-06
D000574,I50.9,Heart failure unspecified,Cardiovascular,Medium,2026-06-06
D000575,N18.3,Chronic kidney disease stage 3,Renal,Low,2026-06-06
D000576,I50.9,Heart failure unspecified,Cardiovascular,Medium,2026-06-06
D000577,F32.9,Major depressive disorder single episode,Mental Health,Critical,2026-06-06
D000578,K57.30,Diverticulosis of large intestine,Gastrointestinal,Critical,2026-06-06
D000579,I10,Essential hypertension,Cardiovascular,Low,2026-06-06
D000580,F32.9,Major depressive disorder single episode,Mental Health,Medium,2026-06-06
D000581,A41.9,Sepsis unspecified,Infectious,Low,2026-06-06
D000582,G35,Multiple sclerosis,Neurological,Low,2026-06-06
D000583,B97.29,Other coronavirus as cause of disease,Infectious,Medium,2026-06-06
D000584,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,High,2026-06-06
D000585,N18.3,Chronic kidney disease stage 3,Renal,High,2026-06-06
D000586,A41.9,Sepsis unspecified,Infectious,High,2026-06-06
D000587,K92.1,Melena,Gastrointestinal,Critical,2026-06-06
D000588,N18.3,Chronic kidney disease stage 3,Renal,Medium,2026-06-06
D000589,I10,Essential hypertension,Cardiovascular,Medium,2026-06-06
D000590,J44.1,COPD with acute exacerbation,Respiratory,Low,2026-06-06
D000591,J44.1,COPD with acute exacerbation,Respiratory,Low,2026-06-06
D000592,J96.00,Acute respiratory failure unspecified,Respiratory,Critical,2026-06-06
D000593,S72.001,Fracture of femoral head,Musculoskeletal,High,2026-06-06
D000594,B97.29,Other coronavirus as cause of disease,Infectious,Low,2026-06-06
D000595,F41.1,Generalized anxiety disorder,Mental Health,High,2026-06-06
D000596,E11.9,Type 2 diabetes without complications,Endocrine,Critical,2026-06-06
D000597,N39.0,Urinary tract infection,Renal,Critical,2026-06-06
D000598,N18.3,Chronic kidney disease stage 3,Renal,Low,2026-06-06
D000599,I10,Essential hypertension,Cardiovascular,Medium,2026-06-06
D000600,N39.0,Urinary tract infection,Renal,Low,2026-06-06
D000601,E11.9,Type 2 diabetes without complications,Endocrine,High,2026-06-06
D000602,J44.1,COPD with acute exacerbation,Respiratory,Low,2026-06-06
D000603,E11.65,Type 2 diabetes with hyperglycemia,Endocrine,High,2026-06-06
D000604,A41.9,Sepsis unspecified,Infectious,Low,2026-06-06
D000605,N39.0,Urinary tract infection,Renal,High,2026-06-06
D000606,J96.00,Acute respiratory failure unspecified,Respiratory,Low,2026-06-06
D000607,A41.9,Sepsis unspecified,Infectious,Critical,2026-06-06
D000608,F41.1,Generalized anxiety disorder,Mental Health,Medium,2026-06-06
D000609,J18.9,Pneumonia unspecified,Respiratory,Critical,2026-06-06
D000610,J18.9,Pneumonia unspecified,Respiratory,Medium,2026-06-06
D000611,J18.9,Pneumonia unspecified,Respiratory,Low,2026-06-06
D000612,I50.9,Heart failure unspecified,Cardiovascular,Medium,2026-06-06
D000613,J44.1,COPD with acute exacerbation,Respiratory,Medium,2026-06-06
D000614,A41.9,Sepsis unspecified,Infectious,High,2026-06-06
D000615,I10,Essential hypertension,Cardiovascular,High,2026-06-06
D000616,I10,Essential hypertension,Cardiovascular,Low,2026-06-06
D000617,I10,Essential hypertension,Cardiovascular,Medium,2026-06-06
D000618,S72.001,Fracture of femoral head,Musculoskeletal,Medium,2026-06-06
D000619,I10,Essential hypertension,Cardiovascular,High,2026-06-06
D000620,J18.9,Pneumonia unspecified,Respiratory,Low,2026-06-06
D000621,S72.001,Fracture of femoral head,Musculoskeletal,Low,2026-06-06
D000622,J96.00,Acute respiratory failure unspecified,Respiratory,Critical,2026-06-06
D000623,A41.9,Sepsis unspecified,Infectious,Critical,2026-06-06
D000624,I21.0,ST elevation myocardial infarction,Cardiovascular,Critical,2026-06-06
D000625,B97.29,Other coronavirus as cause of disease,Infectious,Medium,2026-06-06
D000626,K57.30,Diverticulosis of large intestine,Gastrointestinal,Medium,2026-06-06
D000627,J96.00,Acute respiratory failure unspecified,Respiratory,High,2026-06-06
D000628,N18.3,Chronic kidney disease stage 3,Renal,Critical,2026-06-06
D000629,J44.1,COPD with acute exacerbation,Respiratory,Low,2026-06-06
D000630,G43.909,Migraine unspecified,Neurological,Medium,2026-06-06
D000631,N39.0,Urinary tract infection,Renal,Critical,2026-06-06
D000632,B97.29,Other coronavirus as cause of disease,Infectious,Critical,2026-06-06
